ID,EQUIP_ID,CONNECTIVITYNODE_ID
TMP00124059,TMP00044148,PD_217474505
TMP00124060,TMP00044148,PD_217474494
TMP00124061,TMP00044158,PD_216298104
TMP00124062,TMP00044158,PD_216298096
TMP00124063,TMP00044159,PD_216298105
TMP00124064,TMP00044159,PD_216298096
TMP00124065,TMP00044160,PD_216298107
TMP00124066,TMP00044124,PD_189559169
TMP00124067,TMP00046521,PD_228439610
TMP00124068,TMP00046521,PD_228439606
TMP00124069,TMP00044100,PD_197418354
TMP00124070,TMP00044100,PD_197418343
TMP00124071,TMP00044101,PD_197418351
TMP00124072,TMP00044101,PD_197418343
TMP00124073,TMP00044102,PD_197418352
TMP00124074,TMP00044102,PD_197418343
TMP00124075,TMP00044088,PD_197439148
TMP00124076,TMP00044088,PD_197439137
TMP00124077,TMP00044089,PD_197439145
TMP00124078,TMP00044089,PD_197439137
TMP00124079,TMP00044090,PD_197439146
TMP00124080,TMP00044090,PD_197439137
TMP00124081,TMP00044122,PD_189559177
TMP00124082,TMP00044122,PD_189559169
TMP00124083,TMP00044123,PD_189559181
TMP00124084,TMP00044123,PD_189559169
TMP00124085,TMP00044124,PD_189559180
TMP00124086,TMP00046502,PD_189559173
TMP00124087,TMP00046166,PD_227806563
TMP00124088,TMP00046167,PD_228439613
TMP00124089,TMP00046549,PD_ngpg9263220
TMP00124090,TMP00046549,PD_48848672
TMP00124091,TMP00046546,PD_ngpg9263242
TMP00124092,TMP00046546,PD_197418499
TMP00124093,TMP00046545,PD_ngpg9263235
TMP00124094,TMP00046545,PD_217727031
TMP00124095,TMP00046536,PD_8378691
TMP00124096,TMP00046536,PD_8378689
TMP00124097,TMP00046535,PD_8378697
TMP00124098,TMP00046535,PD_8378695
TMP00124099,TMP00046560,PD_215156451
TMP00124100,TMP00046560,PD_215156443
TMP00124101,TMP00046524,PD_218809234
TMP00124102,TMP00046524,PD_218809284
TMP00124103,TMP00046525,PD_217474502
TMP00124104,TMP00046525,PD_217474498
TMP00124105,TMP00046214,PD_ngpg11863929
TMP00124106,TMP00046215,PD_28149903
TMP00124107,TMP00046218,PD_207782856
TMP00124108,TMP00046219,PD_230779371
TMP00124109,TMP00046220,PD_230779302
TMP00124110,TMP00046529,PD_216298104
TMP00124111,TMP00046529,PD_216298100
TMP00124112,TMP00046494,PD_197418351
TMP00124113,TMP00046494,PD_197418347
TMP00124114,TMP00046512,PD_48338462
TMP00124115,TMP00046512,PD_48338458
TMP00124116,TMP00046490,PD_197439145
TMP00124117,TMP00046490,PD_197439141
TMP00124118,TMP00046511,PD_48456276
TMP00124119,TMP00046511,PD_48456272
TMP00124120,TMP00046502,PD_189559177
TMP00124121,TMP00045119,PD_7925757
TMP00124122,TMP00045119,PD_7925759
TMP00124123,TMP00046605,PD_ngpg5359731
TMP00124124,TMP00046606,PD_ngpg5359739
TMP00124125,TMP00046606,PD_ngpg5359731
TMP00124126,TMP00046607,PD_ngpg5359737
TMP00124127,TMP00046607,PD_ngpg5359731
TMP00124128,TMP00046608,PD_ngpg5359735
TMP00124129,TMP00046608,PD_ngpg5359731
TMP00124130,TMP00046609,PD_ngpg5359733
TMP00124131,TMP00046609,PD_ngpg5359731
TMP00124132,TMP00044492,PD_ngpg13300343
TMP00124133,TMP00044491,PD_ngpg13300341
TMP00124134,TMP00044490,PD_ngpg13300339
TMP00124135,TMP00044489,PD_ngpg13300337
TMP00124136,TMP00044488,PD_ngpg13300335
TMP00124137,TMP00044487,PD_ngpg13300364
TMP00124138,TMP00044487,PD_ngpg13300367
TMP00124139,TMP00044465,PD_ngpg13300364
TMP00124140,TMP00044465,PD_ngpg13300329
TMP00124141,TMP00044486,PD_ngpg13300335
TMP00124142,TMP00044486,PD_ngpg13300362
TMP00124143,TMP00044464,PD_ngpg13300335
TMP00124144,TMP00044464,PD_ngpg13300329
TMP00124145,TMP00044485,PD_ngpg13300354
TMP00124146,TMP00044485,PD_ngpg13300357
TMP00124147,TMP00044463,PD_ngpg13300354
TMP00124148,TMP00044463,PD_ngpg13300329
TMP00124149,TMP00043965,PD_ngpg13300337
TMP00124150,TMP00043965,PD_ngpg13300354
TMP00124151,TMP00044484,PD_ngpg13300349
TMP00124152,TMP00044484,PD_ngpg13300352
TMP00124153,TMP00044462,PD_ngpg13300349
TMP00124154,TMP00044462,PD_ngpg13300329
TMP00124155,TMP00043964,PD_ngpg13300339
TMP00124156,TMP00043964,PD_ngpg13300349
TMP00124157,TMP00044598,PD_ngpg13300329
TMP00124158,TMP00044483,PD_ngpg13300344
TMP00124159,TMP00044483,PD_ngpg13300347
TMP00124160,TMP00044461,PD_ngpg13300344
TMP00124161,TMP00044461,PD_ngpg13300329
TMP00124162,TMP00046610,PD_ngpg5359740
TMP00124163,TMP00043967,PD_ngpg13300343
TMP00124164,TMP00043967,PD_ngpg13300364
TMP00124165,TMP00043966,PD_ngpg13300360
TMP00124166,TMP00043966,PD_ngpg13300359
TMP00124167,TMP00043963,PD_ngpg13300341
TMP00124168,TMP00043963,PD_ngpg13300344
TMP00124169,TMP00046611,PD_49765204
TMP00124170,TMP00046612,PD_49766500
TMP00124171,TMP00046613,PD_145044591
TMP00124172,TMP00046613,PD_49766500
TMP00124173,TMP00046614,PD_8721401
TMP00124174,TMP00046615,PD_215145421
TMP00124175,TMP00046616,PD_215146129
TMP00124176,TMP00046617,PD_215147335
TMP00124177,TMP00046618,PD_215239936
TMP00124178,TMP00046619,PD_240017740
TMP00124179,TMP00046620,PD_197459938
TMP00124180,TMP00046621,PD_188380763
TMP00124181,TMP00046622,PD_188380771
TMP00124182,TMP00046622,PD_188380763
TMP00124183,TMP00046623,PD_188380775
TMP00124184,TMP00046623,PD_188380763
TMP00124185,TMP00046624,PD_188380774
TMP00124186,TMP00046624,PD_188380763
TMP00124187,TMP00046625,PD_48861642
TMP00124188,TMP00046626,PD_48861651
TMP00124189,TMP00046626,PD_48861642
TMP00124190,TMP00046627,PD_48861653
TMP00124191,TMP00046627,PD_48861642
TMP00124192,TMP00046628,PD_48861650
TMP00124193,TMP00046628,PD_48861642
TMP00124194,TMP00046629,PD_48356696
TMP00124195,TMP00046630,PD_48356710
TMP00124196,TMP00046630,PD_48356696
TMP00124197,TMP00046631,PD_48356711
TMP00124198,TMP00046631,PD_48356696
TMP00124199,TMP00046632,PD_48356709
TMP00124200,TMP00046632,PD_48356696
TMP00124201,TMP00046633,PD_48356707
TMP00124202,TMP00046633,PD_48356696
TMP00124203,TMP00046634,PD_258189051
TMP00124204,TMP00046635,PD_197459644
TMP00124205,TMP00046636,PD_191653068
TMP00124206,TMP00046637,PD_228444201
TMP00124207,TMP00046638,PD_240766273
TMP00124208,TMP00046639,PD_190314119
TMP00124209,TMP00046640,PD_239686699
TMP00124210,TMP00046640,PD_239686689
TMP00124211,TMP00046641,PD_239686677
TMP00124212,TMP00046642,PD_199675233
TMP00124213,TMP00046643,PD_169738770
TMP00124214,TMP00046644,PD_169739563
TMP00124215,TMP00046644,PD_169738770
TMP00124216,TMP00046645,PD_169739380
TMP00124217,TMP00046645,PD_169738770
TMP00124218,TMP00046646,PD_169739330
TMP00124219,TMP00046646,PD_169738770
TMP00124220,TMP00046647,PD_169739218
TMP00124221,TMP00046647,PD_169738770
TMP00124222,TMP00046648,PD_8375149
TMP00124223,TMP00046649,PD_8374765
TMP00124224,TMP00046650,PD_8721491
TMP00124225,TMP00046650,PD_49765204
TMP00124226,TMP00046651,PD_8721505
TMP00124227,TMP00046651,PD_49765204
TMP00124228,TMP00046652,PD_8721487
TMP00124229,TMP00046652,PD_49765204
TMP00124230,TMP00046653,PD_8721499
TMP00124231,TMP00046653,PD_49765204
TMP00124232,TMP00046654,PD_8721531
TMP00124233,TMP00046654,PD_49766500
TMP00124234,TMP00046655,PD_8721539
TMP00124235,TMP00046655,PD_49766500
TMP00124236,TMP00046656,PD_8721535
TMP00124237,TMP00046656,PD_49766500
TMP00124238,TMP00046657,PD_8721527
TMP00124239,TMP00046657,PD_49766500
TMP00124240,TMP00046658,PD_8721433
TMP00124241,TMP00046658,PD_8721401
TMP00124242,TMP00046659,PD_8721429
TMP00124243,TMP00046659,PD_8721401
TMP00124244,TMP00046660,PD_8721425
TMP00124245,TMP00046660,PD_8721401
TMP00124246,TMP00046661,PD_8721421
TMP00124247,TMP00046661,PD_8721401
TMP00124248,TMP00046662,PD_215145418
TMP00124249,TMP00046662,PD_215145421
TMP00124250,TMP00046663,PD_215145420
TMP00124251,TMP00046663,PD_215145421
TMP00124252,TMP00046664,PD_215145416
TMP00124253,TMP00046664,PD_215145421
TMP00124254,TMP00046665,PD_215146124
TMP00124255,TMP00046665,PD_215146129
TMP00124256,TMP00046666,PD_215146122
TMP00124257,TMP00046666,PD_215146129
TMP00124258,TMP00046667,PD_215146120
TMP00124259,TMP00046667,PD_215146129
TMP00124260,TMP00046668,PD_215146126
TMP00124261,TMP00046668,PD_215146129
TMP00124262,TMP00046669,PD_215146128
TMP00124263,TMP00046669,PD_215146129
TMP00124264,TMP00046670,PD_215147334
TMP00124265,TMP00046670,PD_215147335
TMP00124266,TMP00046671,PD_215147328
TMP00124267,TMP00046671,PD_215147335
TMP00124268,TMP00046672,PD_215147330
TMP00124269,TMP00046672,PD_215147335
TMP00124270,TMP00046673,PD_215147332
TMP00124271,TMP00046673,PD_215147335
TMP00124272,TMP00046674,PD_215239935
TMP00124273,TMP00046674,PD_215239936
TMP00124274,TMP00046675,PD_215239931
TMP00124275,TMP00046675,PD_215239936
TMP00124276,TMP00046676,PD_215239929
TMP00124277,TMP00046676,PD_215239936
TMP00124278,TMP00046677,PD_215239933
TMP00124279,TMP00046677,PD_215239936
TMP00124280,TMP00046678,PD_240017751
TMP00124281,TMP00046678,PD_240017740
TMP00124282,TMP00046679,PD_240017748
TMP00124283,TMP00046679,PD_240017740
TMP00124284,TMP00046680,PD_240017749
TMP00124285,TMP00046680,PD_240017740
TMP00124286,TMP00046681,PD_258189214
TMP00124287,TMP00046681,PD_258189051
TMP00124288,TMP00046682,PD_258189057
TMP00124289,TMP00046682,PD_258189051
TMP00124290,TMP00046683,PD_228444213
TMP00124291,TMP00046683,PD_228444201
TMP00124292,TMP00046684,PD_228444209
TMP00124293,TMP00046684,PD_228444201
TMP00124294,TMP00046685,PD_228444212
TMP00124295,TMP00046685,PD_228444201
TMP00124296,TMP00046686,PD_240766298
TMP00124297,TMP00046686,PD_240766273
TMP00124298,TMP00046687,PD_240766294
TMP00124299,TMP00046687,PD_240766273
TMP00124300,TMP00046688,PD_239686693
TMP00124301,TMP00046688,PD_239686677
TMP00124302,TMP00046689,PD_239686689
TMP00124303,TMP00046689,PD_239686677
TMP00124304,TMP00046690,PD_239686695
TMP00124305,TMP00046690,PD_239686677
TMP00124306,TMP00046691,PD_199675324
TMP00124307,TMP00046691,PD_199675233
TMP00124308,TMP00046692,PD_199675219
TMP00124309,TMP00046692,PD_199675233
TMP00124310,TMP00046693,PD_199675225
TMP00124311,TMP00046693,PD_199675233
TMP00124312,TMP00046694,PD_199675222
TMP00124313,TMP00046694,PD_199675233
TMP00124314,TMP00046695,PD_8375157
TMP00124315,TMP00046695,PD_8375149
TMP00124316,TMP00046696,PD_8375163
TMP00124317,TMP00046696,PD_8375149
TMP00124318,TMP00046697,PD_8375151
TMP00124319,TMP00046697,PD_8375149
TMP00124320,TMP00046698,PD_8375145
TMP00124321,TMP00046698,PD_8375149
TMP00124322,TMP00046699,PD_8374761
TMP00124323,TMP00046699,PD_8374765
TMP00124324,TMP00046700,PD_8374767
TMP00124325,TMP00046700,PD_8374765
TMP00124326,TMP00046701,PD_8374779
TMP00124327,TMP00046701,PD_8374765
TMP00124328,TMP00046702,PD_8374773
TMP00124329,TMP00046702,PD_8374765
TMP00124330,TMP00046703,PD_239686681
TMP00124331,TMP00046704,PD_240017748
TMP00124332,TMP00046704,PD_240017744
TMP00124333,TMP00046705,PD_197459949
TMP00124334,TMP00046705,PD_197459938
TMP00124335,TMP00046706,PD_197459946
TMP00124336,TMP00046706,PD_197459938
TMP00124337,TMP00046707,PD_197459947
TMP00124338,TMP00046707,PD_197459938
TMP00124339,TMP00046708,PD_258189214
TMP00124340,TMP00046708,PD_258189257
TMP00124341,TMP00046709,PD_197459655
TMP00124342,TMP00046709,PD_197459644
TMP00124343,TMP00046710,PD_197459652
TMP00124344,TMP00046710,PD_197459644
TMP00124345,TMP00046711,PD_197459653
TMP00124346,TMP00046711,PD_197459644
TMP00124347,TMP00046712,PD_191653076
TMP00124348,TMP00046712,PD_191653068
TMP00124349,TMP00046713,PD_191653080
TMP00124350,TMP00046713,PD_191653068
TMP00124351,TMP00046714,PD_191653079
TMP00124352,TMP00046714,PD_191653068
TMP00124353,TMP00046715,PD_228444209
TMP00124354,TMP00046715,PD_228444205
TMP00124355,TMP00046716,PD_240766340
TMP00124356,TMP00046716,PD_240766298
TMP00124357,TMP00046717,PD_190314131
TMP00124358,TMP00046717,PD_190314119
TMP00124359,TMP00046718,PD_190314127
TMP00124360,TMP00046718,PD_190314119
TMP00124361,TMP00046719,PD_190314130
TMP00124362,TMP00046719,PD_190314119
TMP00124363,TMP00046720,PD_239686679
TMP00124364,TMP00046720,PD_239686677
TMP00124365,TMP00046721,PD_239686681
TMP00124366,TMP00046721,PD_239686677
TMP00124367,TMP00046722,PD_239686693
TMP00124368,TMP00046723,PD_239686689
TMP00124369,TMP00046724,PD_239686679
TMP00124370,TMP00046725,PD_239686681
TMP00124371,TMP00046726,PD_239686695
TMP00124372,TMP00046727,PD_239686691
TMP00124373,TMP00046727,PD_239686679
TMP00124374,TMP00046703,PD_239686703
TMP00124375,TMP00046728,PD_8721505
TMP00124376,TMP00046728,PD_8721507
TMP00124377,TMP00046729,PD_8721499
TMP00124378,TMP00046729,PD_8721501
TMP00124379,TMP00046730,PD_145044591
TMP00124380,TMP00046730,PD_145045003
TMP00124381,TMP00046731,PD_8721539
TMP00124382,TMP00046731,PD_8721523
TMP00124383,TMP00046732,PD_8721535
TMP00124384,TMP00046732,PD_8721521
TMP00124385,TMP00046733,PD_8721417
TMP00124386,TMP00046733,PD_8721401
TMP00124387,TMP00046734,PD_8721433
TMP00124388,TMP00046734,PD_8721415
TMP00124389,TMP00046735,PD_8721429
TMP00124390,TMP00046735,PD_8721413
TMP00124391,TMP00046736,PD_215145420
TMP00124392,TMP00046736,PD_215145412
TMP00124393,TMP00046737,PD_215146120
TMP00124394,TMP00046737,PD_215146112
TMP00124395,TMP00046738,PD_215146126
TMP00124396,TMP00046738,PD_215146114
TMP00124397,TMP00046739,PD_215146128
TMP00124398,TMP00046739,PD_215146116
TMP00124399,TMP00046740,PD_215147324
TMP00124400,TMP00046740,PD_215147334
TMP00124401,TMP00046741,PD_215147332
TMP00124402,TMP00046741,PD_215147322
TMP00124403,TMP00046742,PD_215239925
TMP00124404,TMP00046742,PD_215239935
TMP00124405,TMP00046743,PD_215239933
TMP00124406,TMP00046743,PD_215239923
TMP00124407,TMP00046744,PD_197459946
TMP00124408,TMP00046744,PD_197459942
TMP00124409,TMP00046745,PD_188380771
TMP00124410,TMP00046745,PD_188380767
TMP00124411,TMP00046746,PD_48861650
TMP00124412,TMP00046746,PD_48861646
TMP00124413,TMP00046747,PD_48356710
TMP00124414,TMP00046747,PD_48356702
TMP00124415,TMP00046748,PD_48356709
TMP00124416,TMP00046748,PD_48356700
TMP00124417,TMP00046749,PD_197459652
TMP00124418,TMP00046749,PD_197459648
TMP00124419,TMP00046750,PD_191653076
TMP00124420,TMP00046750,PD_191653072
TMP00124421,TMP00046751,PD_190314127
TMP00124422,TMP00046751,PD_190314123
TMP00124423,TMP00046752,PD_ngpg5358967
TMP00124424,TMP00046753,PD_ngpg11106760
TMP00124425,TMP00046754,PD_ngpg11106822
TMP00124426,TMP00046754,PD_ngpg11106760
TMP00124427,TMP00046755,PD_ngpg11106820
TMP00124428,TMP00046755,PD_ngpg11106760
TMP00124429,TMP00046756,PD_ngpg8967525
TMP00124430,TMP00046757,PD_ngpg8967530
TMP00124431,TMP00046757,PD_ngpg8967525
TMP00124432,TMP00046758,PD_ngpg8967528
TMP00124433,TMP00046758,PD_ngpg8967525
TMP00124434,TMP00046759,PD_ngpg5651290
TMP00124435,TMP00046760,PD_ngpg5651299
TMP00124436,TMP00046760,PD_ngpg5651290
TMP00124437,TMP00046761,PD_ngpg5651296
TMP00124438,TMP00046761,PD_ngpg5651290
TMP00124439,TMP00046762,PD_ngpg5651294
TMP00124440,TMP00046762,PD_ngpg5651290
TMP00124441,TMP00046763,PD_ngpg5358967
TMP00124442,TMP00046764,PD_ngpg5358975
TMP00124443,TMP00046764,PD_ngpg5358967
TMP00124444,TMP00046765,PD_ngpg5358973
TMP00124445,TMP00046765,PD_ngpg5358967
TMP00124446,TMP00046766,PD_ngpg5358971
TMP00124447,TMP00046766,PD_ngpg5358967
TMP00124448,TMP00046752,PD_ngpg5358969
TMP00124449,TMP00046610,PD_ngpg5359733
TMP00124450,TMP00046767,PD_ngpg11106822
TMP00124451,TMP00046767,PD_ngpg11106823
TMP00124452,TMP00046768,PD_ngpg8967530
TMP00124453,TMP00046768,PD_ngpg8967819
TMP00124454,TMP00046769,PD_ngpg5651296
TMP00124455,TMP00046769,PD_ngpg5651300
TMP00124456,TMP00046770,PD_ngpg5358971
TMP00124457,TMP00046770,PD_ngpg5358978
TMP00124458,TMP00046771,PD_ngpg5358969
TMP00124459,TMP00046771,PD_ngpg5358976
TMP00124460,TMP00046772,PD_ngpg5359735
TMP00124461,TMP00046772,PD_ngpg5359742
TMP00124462,TMP00045118,PD_ngpg11863795
TMP00124463,TMP00045088,PD_ngpg11863755
TMP00124464,TMP00045088,PD_ngpg11863754
TMP00124465,TMP00045090,PD_ngpg11863761
TMP00124466,TMP00045090,PD_ngpg11863760
TMP00124467,TMP00045091,PD_ngpg11863762
TMP00124468,TMP00045091,PD_ngpg11863761
TMP00124469,TMP00045092,PD_ngpg11863763
TMP00124470,TMP00045092,PD_ngpg11863762
TMP00124471,TMP00045094,PD_ngpg11863765
TMP00124472,TMP00045094,PD_ngpg11863764
TMP00124473,TMP00045096,PD_ngpg11863767
TMP00124474,TMP00045096,PD_ngpg11863766
TMP00124475,TMP00045098,PD_ngpg11863770
TMP00124476,TMP00045098,PD_ngpg11863769
TMP00124477,TMP00045099,PD_ngpg11863771
TMP00124478,TMP00045099,PD_ngpg11863770
TMP00124479,TMP00045100,PD_ngpg11863772
TMP00124480,TMP00045100,PD_ngpg11863771
TMP00124481,TMP00045102,PD_ngpg11863776
TMP00124482,TMP00045102,PD_ngpg11863775
TMP00124483,TMP00045106,PD_ngpg11863781
TMP00124484,TMP00045106,PD_ngpg11863780
TMP00124485,TMP00045109,PD_ngpg11863784
TMP00124486,TMP00045109,PD_ngpg11863783
TMP00124487,TMP00045111,PD_ngpg11863786
TMP00124488,TMP00045111,PD_ngpg11863785
TMP00124489,TMP00045112,PD_ngpg11863787
TMP00124490,TMP00045112,PD_ngpg11863786
TMP00124491,TMP00045114,PD_ngpg11863790
TMP00124492,TMP00045114,PD_ngpg11863789
TMP00124493,TMP00045116,PD_ngpg11863792
TMP00124494,TMP00045116,PD_ngpg11863791
TMP00124495,TMP00045117,PD_ngpg11863795
TMP00124496,TMP00045117,PD_ngpg11863794
TMP00124497,TMP00045118,PD_ngpg11863796
TMP00124498,TMP00045115,PD_ngpg11863790
TMP00124499,TMP00045089,PD_ngpg11863757
TMP00124500,TMP00045089,PD_ngpg11863756
TMP00124501,TMP00045093,PD_ngpg11863764
TMP00124502,TMP00045093,PD_ngpg11863763
TMP00124503,TMP00045095,PD_ngpg11863766
TMP00124504,TMP00045095,PD_ngpg11863765
TMP00124505,TMP00045097,PD_ngpg11863769
TMP00124506,TMP00045097,PD_ngpg11863768
TMP00124507,TMP00045101,PD_ngpg11863773
TMP00124508,TMP00045101,PD_ngpg11863772
TMP00124509,TMP00045103,PD_ngpg11863777
TMP00124510,TMP00045103,PD_ngpg11863776
TMP00124511,TMP00045104,PD_ngpg11863778
TMP00124512,TMP00045104,PD_ngpg11863777
TMP00124513,TMP00045105,PD_ngpg11863779
TMP00124514,TMP00045105,PD_ngpg11863778
TMP00124515,TMP00045107,PD_ngpg11863782
TMP00124516,TMP00045107,PD_ngpg11863781
TMP00124517,TMP00045108,PD_ngpg11863783
TMP00124518,TMP00045108,PD_ngpg11863782
TMP00124519,TMP00045110,PD_ngpg11863785
TMP00124520,TMP00045110,PD_ngpg11863784
TMP00124521,TMP00045113,PD_ngpg11863789
TMP00124522,TMP00045113,PD_ngpg11863788
TMP00124523,TMP00045115,PD_ngpg11863791
TMP00124524,TMP00045087,PD_18447342
TMP00124525,TMP00046129,PD_191077319
TMP00124526,TMP00046130,PD_191941447
TMP00124527,TMP00046131,PD_191027457
TMP00124528,TMP00046132,PD_ngpg2555738
TMP00124529,TMP00046133,PD_197994184
TMP00124530,TMP00046134,PD_197994144
TMP00124531,TMP00046135,PD_ngpg2555368
TMP00124532,TMP00046136,PD_ngpg2555371
TMP00124533,TMP00046137,PD_197997565
TMP00124534,TMP00046138,PD_ngpg2555365
TMP00124535,TMP00046139,PD_191029043
TMP00124536,TMP00046140,PD_191032588
TMP00124537,TMP00046141,PD_191974124
TMP00124538,TMP00046142,PD_191033029
TMP00124539,TMP00046143,PD_191033322
TMP00124540,TMP00046144,PD_ngpg2555729
TMP00124541,TMP00046145,PD_184868497
TMP00124542,TMP00046146,PD_191027827
TMP00124543,TMP00046147,PD_ngpg2555099
TMP00124544,TMP00046148,PD_ngpg2555385
TMP00124545,TMP00046149,PD_ngpg7942298
TMP00124546,TMP00045024,PD_221331461
TMP00124547,TMP00045024,PD_ngpg11090430
TMP00124548,TMP00046154,PD_195955054
TMP00124549,TMP00046155,PD_191989061
TMP00124550,TMP00046156,PD_197219782
TMP00124551,TMP00046157,PD_191912545
TMP00124552,TMP00046158,PD_ngpg2515931
TMP00124553,TMP00046159,PD_18447342
TMP00124554,TMP00045087,PD_ngpg2515931
TMP00124555,TMP00046604,PD_ngpg2515931
TMP00124556,TMP00045021,PD_197962405
TMP00124557,TMP00045021,PD_191077319
TMP00124558,TMP00045022,PD_197312803
TMP00124559,TMP00045022,PD_191941447
TMP00124560,TMP00045023,PD_209795889
TMP00124561,TMP00045023,PD_191027457
TMP00124562,TMP00045025,PD_197982086
TMP00124563,TMP00045025,PD_ngpg2555738
TMP00124564,TMP00045026,PD_197994184
TMP00124565,TMP00045026,PD_197994144
TMP00124566,TMP00045027,PD_ngpg2555368
TMP00124567,TMP00045027,PD_ngpg2555371
TMP00124568,TMP00045028,PD_197997805
TMP00124569,TMP00045028,PD_197997565
TMP00124570,TMP00045029,PD_ngpg2555365
TMP00124571,TMP00045029,PD_191029043
TMP00124572,TMP00045030,PD_198001305
TMP00124573,TMP00045030,PD_191032588
TMP00124574,TMP00045031,PD_ngpg7935963
TMP00124575,TMP00045031,PD_191974124
TMP00124576,TMP00045032,PD_198012274
TMP00124577,TMP00045032,PD_191033029
TMP00124578,TMP00045033,PD_216348795
TMP00124579,TMP00045033,PD_191033322
TMP00124580,TMP00045034,PD_197306753
TMP00124581,TMP00045034,PD_ngpg2555729
TMP00124582,TMP00045035,PD_184868497
TMP00124583,TMP00045035,PD_191027827
TMP00124584,TMP00045036,PD_ngpg2555224
TMP00124585,TMP00045036,PD_ngpg2555099
TMP00124586,TMP00045037,PD_ngpg2555385
TMP00124587,TMP00045037,PD_ngpg7942298
TMP00124588,TMP00046569,PD_ngpg2555568
TMP00124589,TMP00046570,PD_ngpg2555336
TMP00124590,TMP00046571,PD_ngpg2555357
TMP00124591,TMP00046572,PD_ngpg2555662
TMP00124592,TMP00046573,PD_ngpg2555738
TMP00124593,TMP00046574,PD_ngpg2555417
TMP00124594,TMP00046575,PD_ngpg2555709
TMP00124595,TMP00046576,PD_ngpg2555675
TMP00124596,TMP00046577,PD_ngpg2555368
TMP00124597,TMP00046578,PD_ngpg2555371
TMP00124598,TMP00046579,PD_ngpg2555713
TMP00124599,TMP00046580,PD_ngpg2555365
TMP00124600,TMP00046581,PD_ngpg2555716
TMP00124601,TMP00046582,PD_ngpg2555645
TMP00124602,TMP00046583,PD_ngpg2555423
TMP00124603,TMP00046584,PD_ngpg2555727
TMP00124604,TMP00046585,PD_ngpg2555279
TMP00124605,TMP00046586,PD_ngpg2555396
TMP00124606,TMP00046587,PD_ngpg2555598
TMP00124607,TMP00046588,PD_ngpg2555252
TMP00124608,TMP00046589,PD_ngpg2555172
TMP00124609,TMP00046590,PD_ngpg2555223
TMP00124610,TMP00046591,PD_ngpg2555452
TMP00124611,TMP00046592,PD_ngpg2555572
TMP00124612,TMP00046593,PD_ngpg2555729
TMP00124613,TMP00046594,PD_ngpg2555116
TMP00124614,TMP00046595,PD_ngpg2555560
TMP00124615,TMP00046596,PD_ngpg2555095
TMP00124616,TMP00046597,PD_ngpg2555224
TMP00124617,TMP00046598,PD_ngpg2555099
TMP00124618,TMP00046599,PD_ngpg2555153
TMP00124619,TMP00046600,PD_ngpg2555385
TMP00124620,TMP00046601,PD_ngpg7942298
TMP00124621,TMP00045077,PD_195955054
TMP00124622,TMP00045077,PD_191989061
TMP00124623,TMP00046602,PD_ngpg2555347
TMP00124624,TMP00045085,PD_197219782
TMP00124625,TMP00045085,PD_191912545
TMP00124626,TMP00046603,PD_ngpg2555744
TMP00124627,TMP00044381,PD_ngpg2555744
TMP00124628,TMP00044379,PD_184864538
TMP00124629,TMP00044379,PD_ngpg2555620
TMP00124630,TMP00044380,PD_ngpg2555515
TMP00124631,TMP00044380,PD_ngpg2555520
TMP00124632,TMP00044450,PD_ngpg2555100
TMP00124633,TMP00044450,PD_ngpg2555347
TMP00124634,TMP00044381,PD_191912545
TMP00124635,TMP00043923,PD_ngpg2555351
TMP00124636,TMP00046346,PD_ngpg2555329
TMP00124637,TMP00046348,PD_77270310
TMP00124638,TMP00046348,PD_ngpg2555673
TMP00124639,TMP00046352,PD_197975974
TMP00124640,TMP00046352,PD_ngpg2555093
TMP00124641,TMP00046353,PD_195758129
TMP00124642,TMP00046353,PD_ngpg2555576
TMP00124643,TMP00046354,PD_197976264
TMP00124644,TMP00046354,PD_ngpg2555556
TMP00124645,TMP00046358,PD_197976966
TMP00124646,TMP00046358,PD_ngpg2555580
TMP00124647,TMP00046359,PD_197977159
TMP00124648,TMP00046359,PD_ngpg2555580
TMP00124649,TMP00046360,PD_195759152
TMP00124650,TMP00046360,PD_ngpg2555338
TMP00124651,TMP00046363,PD_195758216
TMP00124652,TMP00046363,PD_ngpg2555522
TMP00124653,TMP00046364,PD_197976152
TMP00124654,TMP00046364,PD_ngpg2555681
TMP00124655,TMP00046365,PD_184868093
TMP00124656,TMP00046365,PD_ngpg2555341
TMP00124657,TMP00043922,PD_191989061
TMP00124658,TMP00043922,PD_ngpg2555100
TMP00124659,TMP00043923,PD_222588251
TMP00124660,TMP00046367,PD_ngpg2555515
TMP00124661,TMP00046347,PD_256108225
TMP00124662,TMP00046347,PD_ngpg2555690
TMP00124663,TMP00046349,PD_107793760
TMP00124664,TMP00046349,PD_ngpg2555486
TMP00124665,TMP00046350,PD_107742427
TMP00124666,TMP00046350,PD_ngpg2555273
TMP00124667,TMP00046351,PD_107767827
TMP00124668,TMP00046351,PD_ngpg2555087
TMP00124669,TMP00046355,PD_223308668
TMP00124670,TMP00046355,PD_ngpg2555449
TMP00124671,TMP00046356,PD_107813608
TMP00124672,TMP00046356,PD_ngpg2555235
TMP00124673,TMP00046357,PD_107713602
TMP00124674,TMP00046357,PD_ngpg2555300
TMP00124675,TMP00046361,PD_230909895
TMP00124676,TMP00046361,PD_ngpg2555128
TMP00124677,TMP00046362,PD_107797805
TMP00124678,TMP00046362,PD_ngpg2555192
